,Unnamed: 0,Star,Comment,adtext
5863,5863,1,很多电影都是这样 总觉得第二部没有第一部拍的好 即使第二部真的比大多数别的电影都要好很多 很多人也是这样,很多电影都是这样 粽獗de第二部没you第贻部扌白的好 即!使第二部真的比大多数别的电影都要好很多 很多人也是这样
5864,5864,1,好看的 巨幕 在很心塞的五月初的高强度之后 快银居然死了 邓爷的车被偷了 脚被鞋子磨得很难受,女子炕的 叵幕 在很xin塞的鋈月初的高强度之后 快银居然死&了^ 邓<爷的车被@偷了^ 脚被@鞋子磨得很难受
5865,5865,1,有点像是得了咽炎 看着难受,幼点像示得|了咽炎 看着难受
5867,5867,1,不如第一部 最大的看点还是钢铁侠对浩克,不如第%一部 最沓的看>点还是钢铁侠对浩克
5869,5869,1,香港看的 好歹中文翻译比内地好多了,香港看得 好歹zhong文樊译比内地好多了
5871,5871,1,之前看预告片 还以为技术很垃圾 没想到这么细腻 几乎是单个英雄传记所用技术密度的五六倍 所以看到后期 我一直觉得这片需要看十遍才不辜负制作者的心力 至于主题 不过是抄袭自反脆弱罢了 但有这些光亮的皮 我就十分佩服佩服美国人的牛逼,zhi前%看预&𠂒口片 辶不以为>技术hen土立ji mei想$到这么-细=腻/ 几%乎是单个英雄传记所用技术密度的五六倍 所以看到后期 我一直觉得这片需要看十遍才不辜负制作/者^的心#力- 至$于主题 不过是抄袭自反脆&弱罢了 但有这些光亮的皮 我就十分佩服佩服美国人的牛逼
5880,5880,1,无谓剧情啊 看超级英雄,wu谓剧情啊 看超级英雄
5883,5883,1,没有妇联一好看 翻译也没微博上说的那么差 妇联三希望浩克可以和彩蛋里的那个蓝胖子solo,没有妇&联一好看 fan泽也没微博上说的那么差 妇&联三xi望浩克可以和彩蛋里的那个蓝胖子solo
5886,5886,1,我们没有敌人了 我们自己造一个,我men没有敌%人了 =我men自己造一个
5888,5888,1,越看越想lokiฅ ˑ ฅ,越勘越想lokiฅ ˑ ฅ
5890,5890,1,剧情一般 视觉效果还好 脑残粉四颗星,剧情一般 *视觉效果还好 *脑残粉si颗/星+
5891,5891,1,爆米花电影这么爽你们还要抱怨,爆米花电影这#么shuang你们=还要抱怨
5893,5893,1,反派出场 内讧 打反派 胜利 各回各家,反派出场 |内讧 |打反派 |胜利 |gehuige家
5894,5894,1,这种超级英雄电影不在电影院看不进去 黑寡妇和绿巨人CP感太弱 下集和美队求你了,這种钞級英雄电影=不在电影=院!看不进去 hei寡fu和绿=巨人CP感太弱 下集和美队求你了
5896,5896,1,典型的漫威续集电影 前半段节奏掌握太差 整体不如第一部畅快 幽默台词调节气氛但拯救不了节奏硬伤 后半段轰炸虽爽但是感觉满屏钱在烧 鹰眼的线最有趣 新一代暖男的诞生 寡妇和绿人真是呵呵 最dork的明明是雷神的基友教授 咋不见您dig啊,典&型的man威-xu剞垫影@ 苘半段节奏掌渥太差 整体%不如第/一部畅快 幽默台词调节气氛但拯救不了节奏硬伤 后半段轰炸虽爽但是感觉满屏钱在烧> 鹰眼&的线-最有趣 新一代暖&男<的诞%生! 寡|妇@和+绿人真是呵呵 最dork的明明是雷神的基友教授 咋不见您dig啊
5897,5897,1,高科技控机械控帅哥美女控 哈哈 正在积极变成漫威死忠的人看的还是蛮杂劲的 当然很多对敌的细节不太能深究是真的 感觉自己真要变成SJ的脑残粉了诺 美队和鹰眼也帅帅的 这几个有哪个能出现在神盾局的剧里就好了 滚 奥尔森姐弟颜值也棒棒哒 绯红女巫的技能超赞的 THOR继续负责呆萌 有点想二刷,gao禾斗技kong钒木戒kong帅可可美女kong 喑喑 zheng在积%木及变成漫|威=死^忠的人看的还是蛮杂劲的 当然很多对敌的细节不太能深究是真的 感觉自己真要变成SJ的脑残粉了诺 美队和鹰眼也帅帅的 这几个有哪个能出/现|在神<盾-局^的剧<里&就#好+了 滚< 奥-尔!森@姐弟颜值也棒棒哒 绯红女巫的技能超赞的 THOR继续负责呆萌 有点想二刷
5900,5900,1,我要变身猩红女巫chua chua chua,wo覀女变身xing红女巫chua chua chua
5901,5901,1,为毛觉得有点乱呢 而且开始居然睡着了 美队好帅 决定回去补他的个人系列了 这些人里最熟悉的居然只有tony 另外对绿巨和寡姐在一起的安排非常不满意啊 最后奥创的声音 表情 动作明明就是红魔啊 james叔个人色彩不要太浓,偎mao覺得有點乱乐 贰且吁弑居然睡者了 美队妊shuai 决/定回去补他的个人系列了 这些人里最熟悉的居然只有tony 另外对绿巨和寡姐在一起的安排非常%不满意<啊 最后奥/创>的声>音= 表情 动作明明就是红魔啊 james叔个人色彩不要太浓
5903,5903,1,漫威的就适合去电影院爽 本来今天项目上特别忙 挺烦躁 结果看完心情大好,漫威的就适合去电影院霜 本来今天项目上特别忙 挺烦躁 结果%看*完-心#情<大|好-
5908,5908,1,被d振的迷迷糊糊 不管漫威出啥我都会看的嘛 真的很吸引人嘛,被d振的辶米辶米糊糊 不竹官螨威出啥我都会看的嘛 真的很/吸引人嘛
5910,5910,1,在我印象中的排序是 美国队长 变形金刚 复仇者联盟 复仇者联盟 给奥创配音的红爹太帅,在我印象中的排xu是 美国队长 变形金刚 复愁著聯盟> 复愁著聯盟> 给$奥创&配音的红爹太帅+
5912,5912,1,还行吧 哈哈哈 看看那么多明星也爽的,还行吧 哈哈哈 看看那么多明星也shuang的
5917,5917,1,我不管 我就要打五星 鹰眼立了那么多flag结果死的却是快银我也打五星 绿巨跟寡姐那么配那么让人心疼最后绿巨却跑了我也打五星 沦陷巨の眼,我不竹官 我就覀女打五星 鷹眼立了那么舵flag结!果+死-的却是快银我也打五星 绿巨跟寡姐那么配那么让人心疼最后绿巨却跑了我也打五星 沦陷巨の眼
5920,5920,1,不是挺好看的嘛,不shi挺好看的嘛
5922,5922,1,要承接之前的剧情 又要做到雷神美队妇联的预告 还不忘给神盾剧来个呼应 尾灯好累 这一部故事编的好烂啊个人感觉 不喜欢那么赞的特效 只想要我诸男神的特写 但是希望再刷,要cheng接蜘前<的剧qing 义要做祷雷神mei堆婦联+的预|告 还@不忘给神盾剧来个呼应 尾灯好累 这一部故事编的好烂啊个人感觉 不喜欢#那!么赞的特效 只想要我诸男神的特写 但是希望再刷
5923,5923,1,漫威大法仍然很好 只不过 大家都看累了,漫威大法仍然很奸 只不过 大跏都看累了
5924,5924,1,中规中矩,中规中矩
5929,5929,1,红 真女神 女巫 声音怀孕者 奥创 你个老家伙,hong 真女shen 女毋 声音怀孕者 奥创 你个老家^伙
5930,5930,1,居然被雷神帥到了,居然被雷神shuai判了
5931,5931,1,略逊于第一部 大概续集无可避免的缺失新鲜感的宿命 英雄们拯救世界都累了 我们看英雄拯救世界也看累了,lve逊于di一部 da概续%集无可避免的缺失xin鲜感#的宿命* 英雄们拯救世界都累了 我们看英雄拯救世界也看累了
5932,5932,1,我的唐总眼里有星 辰 大 海,窝的唐总眼里有星 辰 da hai
5933,5933,1,flag之神,flag之神
5936,5936,1,没有洛基 差评 反派很弱 差评 快银居然挂了 差评 寡姐到底是怎么和绿巨人搞上的好歹给个过渡吧 差评 这么多差评居然还给四星那一定是真爱啊真爱,氵殳有洛基 差评 反派很#ruo 差评 快银居然挂了> 差评 寡姐到底是怎么和绿巨人搞#上!的#好<歹*给|个-过渡吧< 差评 这么多差评居然还给|四星那一定是真爱啊真爱
5938,5938,1,猩红女巫的胸成功俘虏了我 不过之后的妇联就没有妮妮了 想想泪就流下来,xinghong女巫的胸成公fu虏了我 不过之后的妇+联就没有妮-妮-了 想想泪就流下来
5940,5940,1,IMAX D看得我眼睛疼 感覺劇情有點拖 不過打的還是挺激爽,IMAX D看德我菸睛疼 敢覺劇情𠂇月點拖 不過打的%還是挺激爽
5941,5941,1,Superhero片可以那么好笑吗,Super-her-o片可以na么好笑吗
5942,5942,1,群魔混战,裙魔混战
5944,5944,1,剧情就算再无聊再扯淡 制作是不会让人失望的 其实我一直觉得这几路英雄违和感那么强还能硬凑起来才是神盾局的牛逼之处啊 中间我睡着了 没人靠着 我就一低头睡着了 是有多困,钜情%就酸一冉鹜耳卯一冉扌止淡| 踯诈是补人云讧人shi剜的 其实*我一直觉得这几路英雄违和感那么强还能硬凑起来才是神盾局的牛逼之处啊 中间我睡着了 没人靠着 我就一低头睡着了 是有多困
5947,5947,1,炸炸炸 盾铁党头顶青天,火乍火乍火乍 炖铁党头顶青天
5950,5950,1,五星 因为让我站了绿寡这对超冷cp,一𫝀xing 因为让我站了绿寡这对走召冷cp
5960,5960,1,都说不好看 也没觉得 看这篇就舔屏去的 就是不造舔谁,都说不好看 也=mei觉得 看这篇/就舔屏去的 就是不造舔谁
5961,5961,1,麻痹 漫威好坑 为神马要弄死快银,麻痹 manwei好坑 为神马要弄死快银
5965,5965,1,成功挑起了我看漫威的兴趣,成功tiao起了wo看man威的兴趣
5971,5971,1,还行,还行
5973,5973,1,alan的声音啊啊啊超级sexy啊啊啊已经值票价了啊啊啊 不对 感觉很多梗没get到 是不是要去补神盾 等中英字幕出了再好好看嘤嘤 果然没有我基神的复联都萌不起来了TAT,alan的声音啊啊啊超级sexy啊啊啊已经殖票价了啊啊啊 不对 感觉很多梗没get到 是!不是!要去@补<神*盾> 等%中^英&字|幕-出&了再&好+好+看-嘤嘤 果然没有我基神*的复联都萌不起来了TAT
5975,5975,1,希望越大失望越大 英雄电影非要把基调搞得这么黑暗沉重才可以吗 像第一部和银河护卫队那样的逗比才是观众大爱好吧 新出场的奥创幻视红女巫快银居然比一干主演要出彩的多,希wang越>大失$wang越>大 英雄电影非要把基调搞得这么黑暗沉重才可以吗 像第一部和银河护卫队那*样+的&逗%比&才是!观&众|大爱$好-吧+ 新$出场<的&奥创幻视红女巫快银居然比&一干主演要出彩的&多
5978,5978,1,脑残粉在这里,脑残fen在这里
5979,5979,1,美队太帅,美队太shuai
5988,5988,1,大片,大片
5990,5990,1,屎诗级的字幕毁了一部屎诗级的娱乐片,shi诗级的字幕hui了=一部shi诗级的娱乐片
5991,5991,1,英雄聚会 没有大Boss 虎头蛇尾的感觉,英雄聚会 mei有大Boss 虎#头=蛇尾的感觉
5992,5992,1,作为商业电影 是很成功的啦,作为商业电营 是痕成功的口拉
5993,5993,1,没有看第一部时的那种激动了 斯塔克的那件李小龙T恤很酷炫,没有看di一部时的那种激+dong了 斯塔克的那件李小龙T恤很<酷*炫&
5995,5995,1,这样的片就是适合电影院,这样的片就是适合电景彡远
6000,6000,1,开始有意识的不只打架耍酷卖腐 也开始要走心了 只是感觉略违和,开+始有意识的不只打架耍刳卖腐 也开+始要土龰xinle 只是<感觉略违和
6001,6001,1,一如既往得劲爆 一如既往地支持 赶紧去补幻视,一如既往得𢀖力bao 一如既往地滞持 赶緊去补幻视
6003,6003,1,虽然台词很生硬 老讲冷笑话 但是特效炫酷 欲罢不能,穗然台词很生硬 老讲冷笑话 但是特效炫ku 欲罢不能
6004,6004,1,为什么只有我觉得比第一部好看,力什么只有我觉de比狄一部好看
6007,6007,1,看肉和特效就好 美队我爱你一辈砸,看肉和特效京尤好 mei队我爱你一褙砸
6008,6008,1,有几个镜头看起来还是很激动的,有几个镜头看起来还是hen氵敫云力的
6011,6011,1,年月日观看 前面有点闷 中后好一些 钢铁侠对绿巨人那段最精彩,年月日观看 前面有点闷 zhong后好yixie 钢铁<侠对绿巨|人那段最精彩
6015,6015,1,又一次和主流友邻意见不同 在战斗中各自配合的场景多了 并没有各种扫镜头展现各自的能力 看的十分过瘾 相比之下叉人前传真的是差太多 没有闪烁冰控场英雄就各自为战 真的太喜欢快银了 性格暴躁 打戏够cult 其次是锤哥 美队铁人在哪里叽叽歪歪聊正义的时候直接推动剧情 爽快的粗暴感,又%一次和$主流友邻意见不同 在战斗zhong各自配合的场景多了 并没有各种扫镜头展现各自的能力 看的十分过瘾 相比之下叉人前传真的是差太多 没有闪<烁>冰*控|场英/雄*就!各自为>战 真的太喜<欢@快%银!了 性>格=暴&躁> 打<戏%够@c+u&lt^ 其次是锤哥 美队铁人在哪里叽叽歪歪聊正义的时候直接推动剧情 爽快%的粗暴&感
6016,6016,1,中文翻译太坑爹 只能看特效,中文翻译tai坑+爹 只能看特效
6017,6017,1,只有一个小彩蛋呢 诶 看完没车回家了,只有一个$小cai蛋呢 诶 看完没车回$家了
6020,6020,1,铁盾 盾妮的归来 最后真是意料之中的路子 但又莫名很燃 中二之魂在燃烧,铁盾 盾妮的归来 最后真是意料之仲的路子 但又莫名很燃+ 仲二*之魂|在-燃+烧
6022,6022,1,爽的 只要忽略偶尔英雄们幼稚的人文观,shuang的 @只要忽虐偶尔英雄们$幼稚的人文观
6023,6023,1,没有敌人 创造敌人也要拍片,mei有敌人 创造敌人也要拍片
6024,6024,1,虽然感觉有一些不及第一部 还有那坑爹的字幕带来的不爽的观影体验 但是依然不影响我打五星,sui然感觉有一些不及第一部 还有那坑爹地字幕带来地不爽地观影体验 但是+依#然不影响|我-打/五=星
6025,6025,1,打得爽就好 还要什么剧情 何况剧情也能说得过去,打得shuang就旺 还要什丿厶剧情 仙况剧情也能说得过去
6026,6026,1,漫威在下大棋我看出来了,氵曼戌女在下大棋我看出来了
6027,6027,1,被基友抓去看的 情节不论 视觉冲击爽到了 主要是和谁看,被基友抓去看的 情节不沦 视爝冲ji孀dao了 主要是和谁看
6028,6028,1,约饭迟到 影院迟到简直是个魔咒 不同系不同院的情谊四年被吃喝玩乐撑下来也是挺不容易的 可是我没有那么喜欢Marvel好吧,约饭迟到 影院迟到简直是个魔咒 不同系不同院的情谊四年被吃喝玩>乐|撑下/来$也$是挺>不容*易!的 可+是我^没>有>那么喜欢Marvel好吧
6032,6032,1,比一好看 大片果然在电影院比较好看 虽然坐着很累也不可以吃火锅喂,比一灏炕 达片果然在电景彡皖比较灏炕 隋然坐着很累也不可以吃火锅喂
6036,6036,1,燃 猩红被严重削弱了 但确实如果跟漫画的设定一样 大家就不用打了 快银嘛 如果按照和闪电侠类似的能力设定 你懂的,燃 猩红被严重削弱了 但确实如果跟漫画的设宀𤴓一样 大^家&就&不-用打#了 快*银嘛 如果按照和闪电侠类似的能力设宀𤴓 你懂&的
6038,6038,1,钢铁侠脑残粉 剧情没有第一部好,钢tie侠脑残=粉< 剧情没有第一部好
6039,6039,1,真的不如上一部 _,zhen的一③如上一部 _
6047,6047,1,有点看的不明不白 难得周二看电影哎,you点看的不明不白 !难得@周二看电影哎
6049,6049,1,剧情简单 场面还算火爆 比妇联差了些许,juqing简$单 场面还算火爆 比妇联差了些许
